CART_NUMBER,CSTM_NUMBER,PRODUCT_ID,CART_DATE,QUANTITY,KARAT_CODE
CRT-01359,CSTM-01035,PROD-R00008,2025-07-12 03:20:15,1,14K
CRT-01360,CSTM-01624,PROD-S00003,2025-07-25 22:20:15,2,24K
CRT-01361,CSTM-00871,PROD-G00005,2025-07-24 03:20:15,1,18K
CRT-01362,CSTM-01669,PROD-N00011,2025-07-14 14:20:15,3,18K
CRT-01363,CSTM-00342,PROD-E00006,2025-07-06 06:20:15,3,14K
CRT-01364,CSTM-00099,PROD-R00005,2025-07-23 12:20:15,1,18K
CRT-01365,CSTM-00871,PROD-N00007,2025-07-27 00:20:15,2,14K
CRT-01366,CSTM-00506,PROD-N00006,2025-07-10 07:20:15,3,14K
CRT-01367,CSTM-01826,PROD-E00011,2025-07-28 13:25:15,1,14K
CRT-01368,CSTM-01872,PROD-S00004,2025-07-17 18:20:15,2,24K
CRT-01369,CSTM-00702,PROD-G00001,2025-07-11 18:20:15,1,14K
CRT-01370,CSTM-01631,PROD-N00001,2025-07-09 23:20:15,1,18K
CRT-01371,CSTM-01399,PROD-S00002,2025-07-05 02:20:15,1,18K
CRT-01372,CSTM-00113,PROD-S00007,2025-07-15 04:20:15,3,24K
CRT-01373,CSTM-00183,PROD-S00002,2025-07-19 18:20:15,3,18K
CRT-01374,CSTM-00065,PROD-N00008,2025-06-29 03:20:15,1,18K
CRT-01375,CSTM-00283,PROD-E00012,2025-07-09 04:20:15,1,18K
CRT-01376,CSTM-01480,PROD-S00005,2025-07-04 09:20:15,2,18K
CRT-01377,CSTM-01122,PROD-E00001,2025-07-28 13:54:15,2,14K
CRT-01378,CSTM-00174,PROD-N00006,2025-07-28 13:37:15,3,18K
CRT-01379,CSTM-01769,PROD-S00008,2025-07-14 02:20:15,1,24K
CRT-01380,CSTM-00429,PROD-E00005,2025-07-08 18:20:15,1,24K
CRT-01381,CSTM-01569,PROD-G00003,2025-07-28 13:26:15,1,18K
CRT-01382,CSTM-00549,PROD-G00005,2025-07-06 17:20:15,1,18K
CRT-01383,CSTM-00478,PROD-N00005,2025-07-09 06:20:15,3,24K
CRT-01384,CSTM-00055,PROD-E00008,2025-07-28 14:06:15,1,24K
CRT-01385,CSTM-01380,PROD-N00002,2025-07-13 00:20:15,2,18K
CRT-01386,CSTM-00937,PROD-G00002,2025-07-25 03:20:15,2,24K
CRT-01387,CSTM-00169,PROD-E00005,2025-07-11 18:20:15,1,24K
CRT-01388,CSTM-00679,PROD-R00009,2025-07-19 20:20:15,3,24K
CRT-01389,CSTM-00663,PROD-E00009,2025-07-24 12:20:15,1,14K
CRT-01390,CSTM-00028,PROD-R00004,2025-07-01 22:20:15,1,24K
CRT-01391,CSTM-00370,PROD-S00001,2025-07-20 07:20:15,2,18K
CRT-01392,CSTM-00407,PROD-N00008,2025-07-28 13:59:15,2,14K
CRT-01393,CSTM-01127,PROD-N00002,2025-07-18 05:20:15,2,24K
CRT-01394,CSTM-01023,PROD-N00011,2025-07-28 13:36:15,2,14K
CRT-01395,CSTM-00930,PROD-N00008,2025-07-24 17:20:15,2,24K
CRT-01396,CSTM-01435,PROD-E00006,2025-07-05 10:20:15,1,24K
CRT-01397,CSTM-01229,PROD-E00012,2025-07-28 13:36:15,3,24K
CRT-01398,CSTM-00121,PROD-N00004,2025-07-28 14:01:15,3,14K
CRT-01399,CSTM-01786,PROD-E00007,2025-07-26 17:20:15,1,24K
CRT-01400,CSTM-00860,PROD-N00006,2025-07-27 10:20:15,3,14K
CRT-01401,CSTM-01469,PROD-S00005,2025-07-01 02:20:15,1,18K
CRT-01402,CSTM-01095,PROD-R00005,2025-07-12 04:20:15,1,18K
CRT-01403,CSTM-00711,PROD-N00008,2025-07-21 06:20:15,2,18K
CRT-01404,CSTM-00007,PROD-G00003,2025-07-12 11:20:15,1,14K
CRT-01405,CSTM-00471,PROD-E00002,2025-07-28 14:00:15,3,24K
CRT-01406,CSTM-00986,PROD-N00004,2025-07-28 13:48:15,1,18K
CRT-01407,CSTM-00899,PROD-E00010,2025-07-24 20:20:15,3,18K
CRT-01408,CSTM-01829,PROD-G00001,2025-07-12 09:20:15,2,14K
CRT-01409,CSTM-01320,PROD-E00010,2025-07-01 04:20:15,2,24K
CRT-01410,CSTM-01765,PROD-E00002,2025-07-06 03:20:15,2,14K
CRT-01411,CSTM-00222,PROD-S00001,2025-07-27 17:20:15,3,24K
CRT-01412,CSTM-01318,PROD-G00002,2025-07-11 10:20:15,2,24K
CRT-01413,CSTM-00813,PROD-E00002,2025-07-28 13:39:15,1,14K
CRT-01414,CSTM-01153,PROD-E00003,2025-07-17 14:20:15,2,24K
CRT-01415,CSTM-01283,PROD-N00010,2025-07-17 16:20:15,3,14K
CRT-01416,CSTM-01126,PROD-E00004,2025-06-30 02:20:15,2,14K
CRT-01417,CSTM-01495,PROD-G00002,2025-07-19 14:20:15,2,24K
CRT-01418,CSTM-00761,PROD-S00001,2025-06-28 14:20:15,2,18K
CRT-01419,CSTM-01005,PROD-S00003,2025-07-11 06:20:15,3,14K
CRT-01420,CSTM-01560,PROD-S00001,2025-07-12 14:20:15,1,24K
CRT-01421,CSTM-01771,PROD-R00002,2025-07-10 09:20:15,2,18K
CRT-01422,CSTM-00234,PROD-E00008,2025-06-30 13:20:15,1,18K
CRT-01423,CSTM-01175,PROD-N00003,2025-07-19 19:20:15,1,24K
CRT-01424,CSTM-00043,PROD-E00006,2025-07-27 14:20:15,2,18K
CRT-01425,CSTM-01762,PROD-N00002,2025-06-29 11:20:15,3,18K
CRT-01426,CSTM-01329,PROD-R00010,2025-07-07 14:20:15,1,24K
CRT-01427,CSTM-00025,PROD-S00006,2025-07-12 16:20:15,3,24K
CRT-01428,CSTM-01071,PROD-R00008,2025-07-24 09:20:15,1,18K
CRT-01429,CSTM-00337,PROD-N00011,2025-07-11 23:20:15,1,18K
CRT-01430,CSTM-00166,PROD-N00010,2025-07-18 20:20:15,2,14K
CRT-01431,CSTM-01139,PROD-R00002,2025-07-02 04:20:15,1,14K
CRT-01432,CSTM-01661,PROD-R00003,2025-07-05 21:20:15,3,24K
CRT-01433,CSTM-01044,PROD-E00002,2025-07-27 15:20:15,1,14K
CRT-01434,CSTM-00189,PROD-N00005,2025-07-18 23:20:15,2,14K
CRT-01435,CSTM-00532,PROD-E00007,2025-07-09 12:20:15,1,14K
CRT-01436,CSTM-01773,PROD-G00004,2025-07-14 12:20:15,1,14K
CRT-01437,CSTM-00555,PROD-E00009,2025-07-16 11:20:15,2,24K
CRT-01438,CSTM-00756,PROD-N00003,2025-07-28 14:15:15,1,24K
CRT-01439,CSTM-01553,PROD-S00003,2025-07-28 13:44:15,3,24K
CRT-01440,CSTM-01871,PROD-R00004,2025-07-12 10:20:15,3,18K
CRT-01441,CSTM-01705,PROD-R00005,2025-07-06 21:20:15,3,18K
CRT-01442,CSTM-01084,PROD-E00001,2025-07-04 15:20:15,3,24K
CRT-01443,CSTM-01273,PROD-G00003,2025-06-29 21:20:15,2,24K
CRT-01444,CSTM-01311,PROD-S00003,2025-07-21 03:20:15,2,24K
CRT-01445,CSTM-01554,PROD-N00009,2025-07-20 21:20:15,3,24K
CRT-01446,CSTM-00596,PROD-S00003,2025-07-17 17:20:15,1,18K
CRT-01447,CSTM-01127,PROD-E00011,2025-07-24 06:20:15,1,14K
CRT-01448,CSTM-00947,PROD-R00008,2025-07-06 16:20:15,3,18K
CRT-01449,CSTM-00458,PROD-G00005,2025-07-28 13:31:15,3,14K
CRT-01450,CSTM-00204,PROD-N00001,2025-07-18 09:20:15,3,24K
CRT-01451,CSTM-00525,PROD-R00005,2025-07-28 14:13:15,1,24K
CRT-01452,CSTM-01576,PROD-N00009,2025-07-28 13:39:15,3,18K
CRT-01453,CSTM-01032,PROD-G00004,2025-07-27 17:20:15,1,18K
CRT-01454,CSTM-01363,PROD-E00008,2025-07-15 19:20:15,2,24K
CRT-01455,CSTM-00891,PROD-S00001,2025-07-01 06:20:15,1,24K
CRT-01456,CSTM-01487,PROD-E00005,2025-07-18 20:20:15,2,18K
CRT-01457,CSTM-01088,PROD-N00010,2025-06-29 12:20:15,2,14K
CRT-01458,CSTM-01870,PROD-N00010,2025-07-13 02:20:15,2,14K
CRT-01459,CSTM-01110,PROD-S00006,2025-07-16 08:20:15,1,14K
CRT-01460,CSTM-01631,PROD-S00004,2025-07-27 08:20:15,3,24K
CRT-01461,CSTM-00482,PROD-N00008,2025-07-08 23:20:15,2,18K
CRT-01462,CSTM-01222,PROD-R00002,2025-07-25 17:20:15,2,18K
CRT-01463,CSTM-00446,PROD-S00004,2025-07-20 17:20:15,1,18K
CRT-01464,CSTM-01441,PROD-R00009,2025-07-20 04:20:15,2,24K
CRT-01465,CSTM-01155,PROD-R00004,2025-07-28 13:35:15,3,18K
CRT-01466,CSTM-01222,PROD-R00004,2025-07-03 20:20:15,1,18K
CRT-01467,CSTM-01489,PROD-G00004,2025-07-15 07:20:15,3,18K
CRT-01468,CSTM-00512,PROD-R00007,2025-07-03 01:20:15,1,18K
CRT-01469,CSTM-00028,PROD-R00004,2025-06-29 17:20:15,3,24K
CRT-01470,CSTM-00421,PROD-G00005,2025-07-01 15:20:15,2,18K
CRT-01471,CSTM-00190,PROD-N00003,2025-07-23 00:20:15,1,18K
CRT-01472,CSTM-00120,PROD-E00004,2025-07-22 07:20:15,3,18K
CRT-01473,CSTM-01750,PROD-E00011,2025-07-18 10:20:15,1,18K
CRT-01474,CSTM-00243,PROD-S00007,2025-07-27 07:20:15,2,18K
CRT-01475,CSTM-00273,PROD-N00003,2025-07-12 10:20:15,1,24K
CRT-01476,CSTM-01684,PROD-G00004,2025-07-19 03:20:15,2,24K
CRT-01477,CSTM-01609,PROD-S00002,2025-07-21 09:20:15,3,18K
CRT-01478,CSTM-00861,PROD-E00001,2025-07-06 14:20:15,2,14K
CRT-01479,CSTM-01647,PROD-E00001,2025-07-28 13:50:15,2,14K
CRT-01480,CSTM-01452,PROD-E00005,2025-07-06 01:20:15,3,14K
CRT-01481,CSTM-00114,PROD-R00007,2025-07-01 07:20:15,1,24K
CRT-01482,CSTM-01820,PROD-R00002,2025-07-14 15:20:15,2,18K
CRT-01483,CSTM-01162,PROD-R00006,2025-07-23 06:20:15,2,24K
CRT-01484,CSTM-01075,PROD-R00006,2025-07-28 13:29:15,3,14K
CRT-01485,CSTM-00357,PROD-N00003,2025-07-14 15:20:15,3,18K
CRT-01486,CSTM-00434,PROD-N00009,2025-07-07 22:20:15,1,14K
CRT-01487,CSTM-00742,PROD-G00004,2025-07-11 03:20:15,1,24K
CRT-01488,CSTM-01067,PROD-R00003,2025-07-28 13:59:15,2,24K
CRT-01489,CSTM-01267,PROD-E00006,2025-06-30 07:20:15,2,24K
CRT-01490,CSTM-00379,PROD-E00010,2025-07-08 19:20:15,1,18K
CRT-01491,CSTM-01691,PROD-E00002,2025-07-17 05:20:15,1,14K
CRT-01492,CSTM-01360,PROD-E00003,2025-07-21 08:20:15,1,18K
CRT-01493,CSTM-01504,PROD-E00012,2025-07-06 14:20:15,1,14K
CRT-01494,CSTM-01386,PROD-G00005,2025-07-11 14:20:15,1,18K
CRT-01495,CSTM-01201,PROD-R00010,2025-07-02 21:20:15,2,18K
CRT-01496,CSTM-01059,PROD-R00002,2025-07-26 17:20:15,1,18K
CRT-01497,CSTM-01153,PROD-E00006,2025-07-28 12:20:15,1,14K
CRT-01498,CSTM-00296,PROD-N00001,2025-07-02 19:20:15,2,18K
CRT-01499,CSTM-00242,PROD-E00008,2025-07-02 07:20:15,2,14K
CRT-01500,CSTM-00437,PROD-E00006,2025-07-02 00:20:15,1,14K
CRT-01501,CSTM-00078,PROD-G00004,2025-07-28 13:25:15,3,14K
CRT-01502,CSTM-00742,PROD-N00001,2025-07-09 04:20:15,3,24K
CRT-01503,CSTM-00200,PROD-N00006,2025-07-13 04:20:15,3,14K
CRT-01504,CSTM-00766,PROD-S00004,2025-07-11 19:20:15,3,18K
CRT-01505,CSTM-01440,PROD-S00004,2025-07-28 13:59:15,2,24K
CRT-01506,CSTM-01489,PROD-N00004,2025-06-30 05:20:15,2,18K
CRT-01507,CSTM-00514,PROD-N00009,2025-07-26 23:20:15,2,24K
CRT-01508,CSTM-00293,PROD-R00005,2025-07-28 00:20:15,2,14K
CRT-01509,CSTM-01556,PROD-N00012,2025-07-25 09:20:15,1,18K
CRT-01510,CSTM-01619,PROD-R00010,2025-07-05 20:20:15,1,18K
CRT-01511,CSTM-00297,PROD-E00005,2025-07-26 21:20:15,1,24K
CRT-01512,CSTM-01286,PROD-G00002,2025-07-22 11:20:15,1,24K
CRT-01513,CSTM-00896,PROD-R00001,2025-07-28 13:25:15,1,18K
CRT-01514,CSTM-01458,PROD-E00007,2025-06-28 23:20:15,1,24K
CRT-01515,CSTM-00656,PROD-S00005,2025-07-07 03:20:15,3,18K
CRT-01516,CSTM-01137,PROD-R00005,2025-07-11 17:20:15,3,24K
CRT-01517,CSTM-01868,PROD-N00002,2025-07-02 09:20:15,2,18K
CRT-01518,CSTM-00575,PROD-E00001,2025-07-07 06:20:15,3,24K
CRT-01519,CSTM-00083,PROD-N00011,2025-07-28 13:42:15,1,24K
CRT-01520,CSTM-01702,PROD-N00004,2025-07-28 14:00:15,2,14K
CRT-01521,CSTM-01250,PROD-N00004,2025-07-28 13:24:15,1,24K
CRT-01522,CSTM-01773,PROD-N00008,2025-07-16 17:20:15,2,24K
CRT-01523,CSTM-01208,PROD-R00005,2025-07-27 14:20:15,1,24K
CRT-01524,CSTM-01386,PROD-S00006,2025-07-20 15:20:15,2,24K
CRT-01525,CSTM-00598,PROD-R00007,2025-07-21 02:20:15,1,24K
CRT-01526,CSTM-01105,PROD-E00004,2025-07-05 14:20:15,3,14K
CRT-01527,CSTM-00358,PROD-S00002,2025-07-01 09:20:15,3,14K
CRT-01528,CSTM-01153,PROD-N00010,2025-07-28 14:08:15,2,18K
CRT-01529,CSTM-01223,PROD-R00004,2025-07-01 06:20:15,2,18K
CRT-01530,CSTM-00197,PROD-E00011,2025-07-28 13:24:15,3,24K
CRT-01531,CSTM-00451,PROD-E00005,2025-07-28 14:04:15,1,18K
CRT-01532,CSTM-00382,PROD-E00009,2025-07-19 01:20:15,1,18K
CRT-01533,CSTM-01271,PROD-S00006,2025-07-28 14:06:15,2,14K
CRT-01534,CSTM-01262,PROD-E00001,2025-07-13 16:20:15,1,14K
CRT-01535,CSTM-00874,PROD-E00005,2025-07-05 00:20:15,2,14K
CRT-01536,CSTM-01752,PROD-S00005,2025-07-26 19:20:15,3,18K
CRT-01537,CSTM-01808,PROD-R00010,2025-07-11 09:20:15,1,14K
CRT-01538,CSTM-01311,PROD-G00004,2025-07-23 15:20:15,3,24K
CRT-01539,CSTM-00154,PROD-E00003,2025-07-18 09:20:15,3,24K
CRT-01540,CSTM-00755,PROD-S00005,2025-07-07 18:20:15,1,18K
CRT-01541,CSTM-00954,PROD-R00003,2025-07-10 04:20:15,1,14K
CRT-01542,CSTM-00055,PROD-E00011,2025-07-28 14:19:15,3,14K
CRT-01543,CSTM-01068,PROD-G00001,2025-07-19 06:20:15,2,18K
CRT-01544,CSTM-00286,PROD-N00003,2025-07-23 03:20:15,2,18K
CRT-01545,CSTM-01431,PROD-N00011,2025-06-30 14:20:15,2,14K
CRT-01546,CSTM-01652,PROD-R00009,2025-07-20 08:20:15,2,14K
CRT-01547,CSTM-00930,PROD-N00010,2025-07-02 19:20:15,3,18K
CRT-01548,CSTM-01339,PROD-E00001,2025-07-25 05:20:15,1,14K
CRT-01549,CSTM-00321,PROD-N00006,2025-07-12 14:20:15,3,24K
CRT-01550,CSTM-00020,PROD-E00011,2025-07-18 12:20:15,1,24K
CRT-01551,CSTM-00085,PROD-N00006,2025-07-05 02:20:15,2,14K
CRT-01552,CSTM-00509,PROD-R00006,2025-07-04 23:20:15,1,14K
CRT-01553,CSTM-01513,PROD-N00012,2025-07-28 13:33:15,3,24K
CRT-01554,CSTM-00367,PROD-S00003,2025-07-22 21:20:15,2,14K
CRT-01555,CSTM-00878,PROD-R00002,2025-07-15 17:20:15,1,18K
CRT-01556,CSTM-00808,PROD-N00012,2025-07-09 20:20:15,3,18K
CRT-01557,CSTM-01204,PROD-S00008,2025-07-28 13:58:15,2,18K
CRT-01558,CSTM-01096,PROD-S00001,2025-07-17 04:20:15,1,14K
CRT-01559,CSTM-00879,PROD-N00010,2025-07-16 12:20:15,1,14K
CRT-01560,CSTM-01522,PROD-G00005,2025-07-13 21:20:15,1,18K
CRT-01561,CSTM-00425,PROD-S00008,2025-07-28 14:17:15,3,24K
CRT-01562,CSTM-00865,PROD-E00005,2025-07-25 18:20:15,2,14K
CRT-01563,CSTM-00885,PROD-N00006,2025-07-05 03:20:15,1,18K
CRT-01564,CSTM-00031,PROD-G00005,2025-07-04 09:20:15,2,14K
CRT-01565,CSTM-01781,PROD-G00002,2025-07-28 13:58:15,3,24K
CRT-01566,CSTM-01797,PROD-E00004,2025-07-26 22:20:15,1,24K
CRT-01567,CSTM-01492,PROD-E00003,2025-07-09 02:20:15,3,24K
CRT-01568,CSTM-01658,PROD-S00004,2025-07-07 09:20:15,3,18K
CRT-01569,CSTM-01080,PROD-N00002,2025-07-28 14:18:15,1,24K
CRT-01570,CSTM-01347,PROD-E00003,2025-07-12 02:20:15,3,14K
CRT-01571,CSTM-00473,PROD-R00010,2025-07-14 11:20:15,3,18K
CRT-01572,CSTM-00474,PROD-E00002,2025-07-18 17:20:15,3,24K
CRT-01573,CSTM-00150,PROD-S00008,2025-07-02 15:20:15,2,18K
CRT-01574,CSTM-01626,PROD-N00005,2025-07-24 15:20:15,1,14K
CRT-01575,CSTM-01815,PROD-N00002,2025-07-28 13:44:15,1,14K
CRT-01576,CSTM-01318,PROD-R00008,2025-07-28 13:30:15,1,24K
CRT-01577,CSTM-01138,PROD-E00004,2025-07-18 08:20:15,2,14K
CRT-01578,CSTM-00939,PROD-R00003,2025-07-24 11:20:15,3,24K
CRT-01579,CSTM-01208,PROD-N00005,2025-07-20 18:20:15,3,18K
CRT-01580,CSTM-01100,PROD-G00003,2025-07-28 13:37:15,2,18K
CRT-01581,CSTM-00313,PROD-G00001,2025-07-15 21:20:15,1,24K
CRT-01582,CSTM-00110,PROD-N00010,2025-07-12 00:20:15,3,24K
CRT-01583,CSTM-00205,PROD-N00002,2025-07-28 14:10:15,3,14K
CRT-01584,CSTM-00304,PROD-S00006,2025-07-28 13:53:15,3,24K
CRT-01585,CSTM-00421,PROD-N00009,2025-07-26 06:20:15,3,14K
CRT-01586,CSTM-00065,PROD-S00002,2025-06-28 16:20:15,1,24K
CRT-01587,CSTM-01396,PROD-R00010,2025-07-04 07:20:15,3,18K
CRT-01588,CSTM-00934,PROD-N00010,2025-07-17 02:20:15,1,14K
CRT-01589,CSTM-01048,PROD-R00005,2025-07-22 12:20:15,1,14K
CRT-01590,CSTM-00524,PROD-E00004,2025-07-17 07:20:15,3,18K
CRT-01591,CSTM-00767,PROD-N00011,2025-07-28 14:05:15,1,14K
CRT-01592,CSTM-00866,PROD-E00005,2025-07-28 13:31:15,1,14K
CRT-01593,CSTM-00699,PROD-G00005,2025-07-24 20:20:15,2,14K
CRT-01594,CSTM-01280,PROD-N00011,2025-07-27 17:20:15,2,18K
CRT-01595,CSTM-01723,PROD-N00009,2025-07-13 13:20:15,1,14K
CRT-01596,CSTM-00624,PROD-E00009,2025-07-11 09:20:15,3,14K
CRT-01597,CSTM-01610,PROD-R00003,2025-07-21 19:20:15,1,18K
CRT-01598,CSTM-01217,PROD-E00012,2025-07-17 12:20:15,3,24K
CRT-01599,CSTM-01038,PROD-S00007,2025-07-17 23:20:15,2,14K
CRT-01600,CSTM-01442,PROD-S00001,2025-07-14 22:20:15,1,18K
CRT-01601,CSTM-00593,PROD-E00003,2025-06-30 03:20:15,2,14K
CRT-01602,CSTM-01260,PROD-E00007,2025-07-22 11:20:15,1,14K
CRT-01603,CSTM-00750,PROD-E00001,2025-07-21 12:20:15,3,18K
CRT-01604,CSTM-00563,PROD-E00008,2025-07-21 23:20:15,2,14K
CRT-01605,CSTM-00693,PROD-N00005,2025-07-22 03:20:15,3,14K
CRT-01606,CSTM-00039,PROD-E00006,2025-07-22 17:20:15,1,24K
CRT-01607,CSTM-00126,PROD-N00011,2025-07-05 10:20:15,2,18K
CRT-01608,CSTM-00947,PROD-N00006,2025-07-03 08:20:15,1,24K
CRT-01609,CSTM-01276,PROD-E00008,2025-07-03 15:20:15,2,18K
CRT-01610,CSTM-00899,PROD-N00006,2025-07-11 22:20:15,2,24K
CRT-01611,CSTM-00942,PROD-N00001,2025-07-14 09:20:15,2,14K
CRT-01612,CSTM-01436,PROD-N00006,2025-07-04 01:20:15,1,18K
CRT-01613,CSTM-01366,PROD-R00004,2025-07-20 17:20:15,3,14K
CRT-01614,CSTM-01721,PROD-R00003,2025-06-30 14:20:15,1,18K
CRT-01615,CSTM-00703,PROD-E00007,2025-07-15 23:20:15,1,14K
CRT-01616,CSTM-00388,PROD-N00003,2025-07-28 00:20:15,1,24K
CRT-01617,CSTM-01196,PROD-G00001,2025-07-20 19:20:15,1,18K
CRT-01618,CSTM-00532,PROD-R00007,2025-07-28 14:07:15,2,24K
CRT-01619,CSTM-00101,PROD-N00003,2025-07-25 04:20:15,2,18K
CRT-01620,CSTM-00739,PROD-R00006,2025-07-26 21:20:15,1,24K
CRT-01621,CSTM-01197,PROD-R00005,2025-07-24 06:20:15,2,14K
CRT-01622,CSTM-00452,PROD-S00005,2025-07-16 10:20:15,3,18K
CRT-01623,CSTM-00906,PROD-E00008,2025-07-28 14:12:15,2,14K
CRT-01624,CSTM-00734,PROD-R00006,2025-07-12 11:20:15,1,18K
CRT-01625,CSTM-00062,PROD-G00002,2025-07-28 13:32:15,2,14K
CRT-01626,CSTM-01048,PROD-R00010,2025-07-06 16:20:15,3,14K
CRT-01627,CSTM-00540,PROD-R00001,2025-07-28 13:52:15,1,24K
CRT-01628,CSTM-01385,PROD-R00008,2025-07-13 00:20:15,1,14K
CRT-01629,CSTM-00056,PROD-R00003,2025-07-07 01:20:15,1,18K
CRT-01630,CSTM-00699,PROD-E00011,2025-06-30 18:20:15,2,14K
CRT-01631,CSTM-00594,PROD-N00006,2025-07-28 13:31:15,1,14K
CRT-01632,CSTM-00716,PROD-E00007,2025-06-30 18:20:15,1,14K
CRT-01633,CSTM-01256,PROD-G00002,2025-06-30 04:20:15,3,24K
CRT-01634,CSTM-01271,PROD-R00008,2025-07-17 03:20:15,2,14K
CRT-01635,CSTM-00814,PROD-E00011,2025-07-27 21:20:15,3,24K
CRT-01636,CSTM-01465,PROD-E00010,2025-07-26 06:20:15,1,18K
CRT-01637,CSTM-01154,PROD-N00008,2025-07-21 05:20:15,2,18K
CRT-01638,CSTM-01015,PROD-E00001,2025-07-13 15:20:15,1,14K
CRT-01639,CSTM-00044,PROD-R00010,2025-07-08 02:20:15,2,14K
CRT-01640,CSTM-01036,PROD-E00010,2025-07-11 23:20:15,2,14K
CRT-01641,CSTM-00173,PROD-S00006,2025-07-05 03:20:15,2,14K
CRT-01642,CSTM-00773,PROD-E00004,2025-07-28 13:44:15,1,24K
CRT-01643,CSTM-00033,PROD-S00008,2025-07-26 05:20:15,2,24K
CRT-01644,CSTM-01643,PROD-R00008,2025-07-16 13:20:15,1,24K
CRT-01645,CSTM-01447,PROD-E00003,2025-07-22 18:20:15,1,24K
CRT-01646,CSTM-01565,PROD-E00011,2025-07-22 22:20:15,3,24K
CRT-01647,CSTM-00225,PROD-S00002,2025-07-17 21:20:15,1,24K
CRT-01648,CSTM-01353,PROD-S00006,2025-07-05 11:20:15,1,24K
CRT-01649,CSTM-00492,PROD-N00012,2025-07-28 13:58:15,2,18K
CRT-01650,CSTM-01865,PROD-G00005,2025-07-01 02:20:15,3,18K
CRT-01651,CSTM-00837,PROD-E00009,2025-07-05 18:20:15,2,14K
CRT-01652,CSTM-00479,PROD-N00003,2025-07-07 20:20:15,1,18K
CRT-01653,CSTM-01056,PROD-E00008,2025-07-02 05:20:15,2,24K
CRT-01654,CSTM-01117,PROD-G00005,2025-07-06 15:20:15,2,14K
CRT-01655,CSTM-00012,PROD-E00010,2025-07-28 03:20:15,3,24K
CRT-01656,CSTM-00344,PROD-R00006,2025-07-24 20:20:15,2,18K
CRT-01657,CSTM-01620,PROD-N00006,2025-06-29 08:20:15,2,24K
CRT-01658,CSTM-00176,PROD-E00001,2025-07-04 02:20:15,2,14K
CRT-01659,CSTM-00883,PROD-N00004,2025-07-22 10:20:15,1,18K
CRT-01660,CSTM-00836,PROD-E00005,2025-07-11 05:20:15,3,14K
CRT-01661,CSTM-00244,PROD-G00004,2025-07-02 16:20:15,3,18K
CRT-01662,CSTM-00624,PROD-E00011,2025-07-04 01:20:15,1,24K
CRT-01663,CSTM-00249,PROD-G00004,2025-07-07 16:20:15,1,24K
CRT-01664,CSTM-01065,PROD-R00004,2025-07-10 15:20:15,3,18K
CRT-01665,CSTM-00355,PROD-E00011,2025-07-18 02:20:15,2,24K
CRT-01666,CSTM-00773,PROD-R00002,2025-07-12 08:20:15,2,18K
CRT-01667,CSTM-01643,PROD-N00001,2025-07-21 17:20:15,1,24K
CRT-01668,CSTM-00819,PROD-S00006,2025-07-02 00:20:15,1,24K
CRT-01669,CSTM-01681,PROD-N00006,2025-06-30 08:20:15,1,18K
CRT-01670,CSTM-00661,PROD-R00005,2025-07-03 02:20:15,2,24K
CRT-01671,CSTM-01558,PROD-S00005,2025-07-05 13:20:15,2,24K
CRT-01672,CSTM-00369,PROD-E00001,2025-07-06 20:20:15,1,18K
CRT-01673,CSTM-00408,PROD-R00002,2025-07-21 08:20:15,2,14K
CRT-01674,CSTM-01712,PROD-S00007,2025-07-19 10:20:15,2,24K
CRT-01675,CSTM-00021,PROD-N00012,2025-07-26 02:20:15,2,24K
CRT-01676,CSTM-01521,PROD-E00002,2025-07-15 02:20:15,2,18K
CRT-01677,CSTM-00343,PROD-E00011,2025-07-01 01:20:15,2,24K
CRT-01678,CSTM-01046,PROD-S00001,2025-07-04 23:20:15,3,14K
CRT-01679,CSTM-01314,PROD-G00004,2025-07-27 07:20:15,1,14K
CRT-01680,CSTM-01437,PROD-N00007,2025-07-17 07:20:15,1,14K
CRT-01681,CSTM-01755,PROD-G00005,2025-07-28 13:28:15,2,14K
CRT-01682,CSTM-00755,PROD-S00005,2025-07-18 07:20:15,2,24K
CRT-01683,CSTM-01248,PROD-G00004,2025-07-28 13:24:15,2,24K
CRT-01684,CSTM-01582,PROD-S00001,2025-07-28 13:49:15,3,18K
CRT-01685,CSTM-00824,PROD-G00004,2025-07-23 07:20:15,3,24K
CRT-01686,CSTM-00331,PROD-R00003,2025-07-01 13:20:15,1,18K
CRT-01687,CSTM-01531,PROD-N00011,2025-07-03 06:20:15,2,24K
CRT-01688,CSTM-01314,PROD-G00002,2025-07-19 05:20:15,3,24K
CRT-01689,CSTM-01289,PROD-N00003,2025-07-02 06:20:15,2,14K
CRT-01690,CSTM-00059,PROD-E00010,2025-07-08 07:20:15,2,18K
CRT-01691,CSTM-00565,PROD-R00010,2025-06-29 11:20:15,1,14K
CRT-01692,CSTM-01032,PROD-S00003,2025-07-16 22:20:15,3,18K
CRT-01693,CSTM-00313,PROD-S00002,2025-07-12 01:20:15,1,18K
CRT-01694,CSTM-01093,PROD-G00004,2025-07-27 23:20:15,3,14K
CRT-01695,CSTM-01520,PROD-S00004,2025-07-06 09:20:15,1,24K
CRT-01696,CSTM-01843,PROD-S00005,2025-07-23 07:20:15,1,24K
CRT-01697,CSTM-00972,PROD-E00004,2025-07-13 11:20:15,3,14K
CRT-01698,CSTM-00730,PROD-R00001,2025-07-28 13:46:15,2,24K
